test2, 2013-05-21, 600000, 10.34, 0, 0, 0
test, 2013-05-21, 600060, 13.87, 0, 0, 0
test, 2013-05-21, 600060, 13.87, 0, 0, 0
test2, 2013-05-22, 600000, 10.36, 0, 0, 0
test2, 2013-05-22, 600000, 10.36, 0, 0, 0
test, 2013-05-22, 600060, 13.87, 0, 0, 0
test, 2013-05-22, 600060, 13.87, 0, 0, 0
test2, 2013-05-23, 600000, 10.15, 0, 0, 0
test2, 2013-05-23, 600000, 10.15, 0, 0, 0
test, 2013-05-23, 600060, 13.72, 0, 0, 0
test, 2013-05-23, 600060, 13.72, 0, 0, 0
test2, 2013-05-24, 600000, 10.2, 0, 0, 0
test2, 2013-05-24, 600000, 10.2, 0, 0, 0
test, 2013-05-24, 600060, 13.07, 0, 0, 0
test, 2013-05-24, 600060, 13.07, 0, 0, 0
test2, 2013-05-27, 600000, 10.29, 0, 0, 0
test2, 2013-05-27, 600000, 10.29, 0, 0, 0
test, 2013-05-27, 600060, 12.75, 0, 0, 0
test, 2013-05-27, 600060, 12.75, 0, 0, 0
test2, 2013-05-28, 600000, 10.55, 0, 0, 0
test2, 2013-05-28, 600000, 10.55, 0, 0, 0
test, 2013-05-28, 600060, 13.28, 0, 0, 0
test, 2013-05-28, 600060, 13.28, 0, 0, 0
test2, 2013-05-29, 600000, 10.52, 0, 0, 0
test2, 2013-05-29, 600000, 10.52, 0, 0, 0
test, 2013-05-29, 600060, 13.19, 0, 0, 0
test, 2013-05-29, 600060, 13.19, 0, 0, 0
test2, 2013-05-30, 600000, 10.54, 0, 0, 0
test2, 2013-05-30, 600000, 10.54, 0, 0, 0
test, 2013-05-30, 600060, 12.93, 0, 0, 0
test, 2013-05-30, 600060, 12.93, 0, 0, 0
test2, 2013-05-31, 600000, 10.47, 0, 0, 0
test2, 2013-05-31, 600000, 10.47, 0, 0, 0
test, 2013-05-31, 600060, 12.75, 0, 0, 0
test, 2013-05-31, 600060, 12.75, 0, 0, 0
test2, 2013-06-03, 600000, 9.84, 0, 0, 0
test2, 2013-06-03, 600000, 9.84, 0, 0, 0
test, 2013-06-03, 600060, 12.86, 0, 0, 0
test, 2013-06-03, 600060, 12.86, 0, 0, 0
test2, 2013-06-04, 600000, 9.74, 0, 0, 0
test2, 2013-06-04, 600000, 9.74, 0, 0, 0
test, 2013-06-04, 600060, 12.41, 0, 0, 0
test, 2013-06-04, 600060, 12.41, 0, 0, 0
test2, 2013-06-05, 600000, 9.65, 0, 0, 0
test2, 2013-06-05, 600000, 9.65, 0, 0, 0
test, 2013-06-05, 600060, 12.2, 0, 0, 0
test, 2013-06-05, 600060, 12.2, 0, 0, 0
test2, 2013-06-06, 600000, 9.45, 0, 0, 0
test2, 2013-06-06, 600000, 9.45, 0, 0, 0
test, 2013-06-06, 600060, 12.09, 0, 0, 0
test, 2013-06-06, 600060, 12.09, 0, 0, 0
test2, 2013-06-07, 600000, 9.35, 0, 0, 0
test2, 2013-06-07, 600000, 9.35, 0, 0, 0
test, 2013-06-07, 600060, 11.59, 0, 0, 0
test, 2013-06-07, 600060, 11.59, 0, 0, 0
test2, 2013-06-13, 600000, 9.02, 0, 0, 0
test2, 2013-06-13, 600000, 9.02, 0, 0, 0
test, 2013-06-13, 600060, 11.29, 0, 0, 0
test, 2013-06-13, 600060, 11.29, 0, 0, 0
test2, 2013-06-14, 600000, 9.02, 0, 0, 0
test2, 2013-06-14, 600000, 9.02, 0, 0, 0
test, 2013-06-14, 600060, 11.43, 0, 0, 0
test, 2013-06-14, 600060, 11.43, 0, 0, 0
test2, 2013-06-17, 600000, 9.01, 0, 0, 0
test2, 2013-06-17, 600000, 9.01, 0, 0, 0
test, 2013-06-17, 600060, 11.78, 0, 0, 0
test, 2013-06-17, 600060, 11.78, 0, 0, 0
test2, 2013-06-18, 600000, 9.07, 0, 0, 0
test2, 2013-06-18, 600000, 9.07, 0, 0, 0
test, 2013-06-18, 600060, 11.74, 0, 0, 0
test, 2013-06-18, 600060, 11.74, 0, 0, 0
test2, 2013-06-19, 600000, 8.89, 0, 0, 0
test2, 2013-06-19, 600000, 8.89, 0, 0, 0
test, 2013-06-19, 600060, 11.63, 0, 0, 0
test, 2013-06-19, 600060, 11.63, 0, 0, 0
test2, 2013-06-20, 600000, 8.42, 0, 0, 0
test2, 2013-06-20, 600000, 8.42, 0, 0, 0
test, 2013-06-20, 600060, 11.33, 0, 0, 0
test, 2013-06-20, 600060, 11.33, 0, 0, 0
test2, 2013-06-21, 600000, 8.28, 0, 0, 0
test2, 2013-06-21, 600000, 8.28, 0, 0, 0
test, 2013-06-21, 600060, 11.08, 0, 0, 0
test, 2013-06-21, 600060, 11.08, 0, 0, 0
test2, 2013-06-24, 600000, 7.52, 0, 0, 0
test2, 2013-06-24, 600000, 7.52, 0, 0, 0
test, 2013-06-24, 600060, 10.36, 0, 0, 0
